YuiMedalShopId,Name,Description,SellingYuiMedal,SellingCol,SellingEventItemId,SellingEventItemNum,SellingTicketNum,PurchaseLimit,PickUpFlag,ProductCategory,SalesType,TargetDays,TargetHour,IntervalHour,SalesStartDate,SalesEndDate,Sort
54,"《武人の少憩》クライン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/07/01 7:00:00","2020/09/01 2:00:00",3
55,"《金剛なる体躯》エギル",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/09/01 7:00:00","2020/11/01 2:00:00",4
56,"《異世界の英雄》キリト",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
57,"《彼岸花の君》メディナ",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
58,"《柔靭なる剣士》ソルティリーナ",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
59,"《図書室の賢者》カーディナル",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
60,"《絶対的支配者》アドミニストレータ",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
61,"《愛の忠臣》チュデルキン",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
62,"EXPチップ《テラ》",,-1,-1,10002,3,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
63,"ゴールド《テラ》",,-1,-1,10002,3,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
64,"EXPチップ《キロ》",,-1,-1,10002,1,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
65,"ゴールド《キロ》",,-1,-1,10002,1,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
66,"EXPメモリ",,-1,-1,10002,5,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
67,"プラチナ",,-1,-1,10002,5,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
68,"プロパティアペンド",,-1,-1,10002,3,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
69,"コードイレイサー：1",,-1,-1,10002,3,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
70,"コードイレイサー：2",,-1,-1,10002,3,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
71,"コードイレイサー：3",,-1,-1,10002,3,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
72,"コードイレイサー：4",,-1,-1,10002,3,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
73,"ヒーローレベルアペンド《１》",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
74,"ウェポンレベルアペンド《１》",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
75,"アクセサリレベルアペンド《１》",,-1,-1,10002,20,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",0
76,"ヴァーデュラス・アニマ",,-1,-1,10002,8,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",22
77,"ラディアント・ライト",,-1,-1,10002,8,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",21
78,"アニヒレート・レイ",,-1,-1,10002,8,-1,-1,False,0,0,0,0,0,"2020/07/14 7:00:00","2020/08/11 2:00:00",20
79,"《愛する人へ》アスナ",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",20
80,"《大切な家族》リーファ",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",19
81,"《強さを知って》シノン",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",18
82,"《この温度を君に》リズベット",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",17
83,"《今度はあたしが》シリカ",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",16
84,"《傍らの相棒》ユージオ",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",15
85,"EXPチップ《テラ》",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",12
86,"ゴールド《テラ》",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",9
87,"EXPチップ《キロ》",,-1,-1,10003,1,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",13
88,"ゴールド《キロ》",,-1,-1,10003,1,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",10
89,"EXPメモリ",,-1,-1,10003,5,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",11
90,"プラチナ",,-1,-1,10003,5,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",8
91,"プロパティアペンド",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",7
92,"コードイレイサー：1",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",6
93,"コードイレイサー：2",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",5
94,"コードイレイサー：3",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",4
95,"コードイレイサー：4",,-1,-1,10003,3,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",3
96,"ヒーローレベルアペンド《１》",,-1,-1,10003,20,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",2
97,"ウェポンレベルアペンド《１》",,-1,-1,10003,20,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",1
98,"アクセサリレベルアペンド《１》",,-1,-1,10003,20,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",0
99,"≪蒼穹を駆ける英傑≫ユウキ",,-1,-1,10003,6,-1,-1,False,0,0,0,0,0,"2020/08/11 7:00:00","2020/09/08 2:00:00",14
100,"《整合騎士長》ベルクーリ",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",20
101,"《天穿の光》ファナティオ",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",19
102,"《焔の弓騎士》デュソルバート",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",18
103,"《師への敬愛》エルドリエ",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",17
104,"《黒百合の一閃》シェータ",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",16
105,"《失くした片翼》レンリ",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",15
106,"EXPチップ《テラ》",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",12
107,"ゴールド《テラ》",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",9
108,"EXPチップ《キロ》",,-1,-1,10004,1,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",13
109,"ゴールド《キロ》",,-1,-1,10004,1,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",10
110,"EXPメモリ",,-1,-1,10004,5,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",11
111,"プラチナ",,-1,-1,10004,5,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",8
112,"プロパティアペンド",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",7
113,"コードイレイサー：1",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",6
114,"コードイレイサー：2",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",5
115,"コードイレイサー：3",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",4
116,"コードイレイサー：4",,-1,-1,10004,3,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",3
117,"ヒーローレベルアペンド《１》",,-1,-1,10004,20,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",2
118,"ウェポンレベルアペンド《１》",,-1,-1,10004,20,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",1
119,"アクセサリレベルアペンド《１》",,-1,-1,10004,20,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",0
120,"≪万天に通ずる鼠≫アルゴ",,-1,-1,10004,6,-1,-1,False,0,0,0,0,0,"2020/09/08 7:00:00","2020/10/13 2:00:00",14
121,"ヒーローコード：斬耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
122,"ヒーローコード：打耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
123,"ヒーローコード：突耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
124,"ヒーローコード：火耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
125,"ヒーローコード：水耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
126,"ヒーローコード：風耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
127,"ヒーローコード：土耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
128,"ヒーローコード：聖耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
129,"ヒーローコード：闇耐性",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
130,"ヒーローコード：毒無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
131,"ヒーローコード：混乱無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
132,"ヒーローコード：封印無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
133,"ヒーローコード：地震無効",,-1,200000,0,-1,-1,-1,False,0,0,0,0,0,"2020/07/28 7:00:00","2021/01/01 2:00:00",0
134,"≪君との内緒事≫ユウキ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/08/01 7:00:00","2020/10/01 2:00:00",1
135,"《金剛なる体躯》エギル",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/09/01 7:00:00","2020/11/01 2:00:00",2
136,"≪悪戯なオネーサン≫アルゴ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/09/01 7:00:00","2020/10/01 2:00:00",0
137,"≪赤面プラクティカ≫レイン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/10/01 7:00:00","2020/12/01 2:00:00",3
138,"≪想い馳せる窓辺≫キリト",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/10/01 7:00:00","2020/11/01 2:00:00",0
139,"《共に歩む時》キリト",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",26
140,"《立ち上がる時》アスナ",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",25
141,"《心繋がる時》リーファ",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",24
142,"《意志示す時》シノン",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",23
143,"《背中押す時》ユウキ",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",22
144,"《誇り高き騎士》アリス",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",21
145,"《姉想う祈り》セルカ",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",20
146,"《正しき道》ロニエ",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",19
147,"《受け継ぐ希望》ティーゼ",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",18
148,"《無邪気な毒牙》フィゼル",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",17
149,"《穏やかな殺戮》リネル",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",16
150,"《心通う邂逅》アリス",,-1,-1,10005,10,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",15
151,"《かの剣技の継承者》ユージオ",,-1,-1,10005,10,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",14
152,"EXPチップ《テラ》",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",12
153,"ゴールド《テラ》",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",9
154,"EXPチップ《キロ》",,-1,-1,10005,1,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",13
155,"ゴールド《キロ》",,-1,-1,10005,1,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",10
156,"EXPメモリ",,-1,-1,10005,5,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",11
157,"プラチナ",,-1,-1,10005,5,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",8
158,"プロパティアペンド",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",7
159,"コードイレイサー：1",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",6
160,"コードイレイサー：2",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",5
161,"コードイレイサー：3",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",4
162,"コードイレイサー：4",,-1,-1,10005,3,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",3
163,"ヒーローレベルアペンド《１》",,-1,-1,10005,20,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",2
164,"ウェポンレベルアペンド《１》",,-1,-1,10005,20,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",1
165,"アクセサリレベルアペンド《１》",,-1,-1,10005,20,-1,-1,False,0,0,0,0,0,"2020/10/20 7:00:00","2020/12/01 2:00:00",0
166,"《信頼の口付け》リズベット",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/11/01 7:00:00","2020/12/01 2:00:00",0
167,"《隠された素顔》アルゴ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/11/01 7:00:00","2021/01/01 2:00:00",0
168,"《愛の誓い》アスナ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/12/01 7:00:00","2021/01/01 2:00:00",0
169,"《あどけない笑み》シリカ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2020/12/01 7:00:00","2021/02/01 2:00:00",0
170,"《奇想の相棒》ユージオ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/01/01 7:00:00","2021/02/01 2:00:00",0
171,"《光の巫女》アリス",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/01/01 7:00:00","2021/03/01 2:00:00",0
172,"《宙吊りプラント》シリカ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/02/01 7:00:00","2021/03/01 2:00:00",0
173,"《休剣の手入れ》ユージオ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/02/01 7:00:00","2021/04/01 2:00:00",0
174,"《疾風迅雷》シノン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/03/01 7:00:00","2021/04/01 2:00:00",0
175,"《勇猛な巨躯》エギル",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/03/01 7:00:00","2021/05/01 2:00:00",0
176,"《秘めた胸奥》リーファ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/04/01 7:00:00","2021/05/01 2:00:00",0
177,"《恋するお人形》リズベット",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/04/01 7:00:00","2021/06/01 2:00:00",0
178,"《固守の決意》アリス",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/05/01 7:00:00","2021/06/01 2:00:00",0
179,"《南風に吹かれて》リーファ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/05/01 7:00:00","2021/07/01 2:00:00",0
180,"《君との内緒事》ユウキ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/06/01 7:00:00","2021/07/01 2:00:00",0
181,"《妖精の決闘》キリト",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/06/01 7:00:00","2021/08/01 2:00:00",1
182,"《武人の少憩》クライン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/07/01 7:00:00","2021/08/01 2:00:00",0
183,"《おすわりリトル》ユウキ",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/07/01 7:00:00","2021/09/01 2:00:00",2
184,"《金剛なる体躯》エギル",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/08/01 7:00:00","2021/09/01 2:00:00",0
185,"《胸躍る一歩》レイン",,5,-1,0,-1,-1,-1,True,0,0,0,0,0,"2021/08/01 7:00:00","2021/10/01 2:00:00",3
