1048,49,10000,1,-1,-,1412103600,4096483201,ic0049,10,2,,1,,1,-,
1049,50,10000,1,-1,-,1412103600,4096483201,ic0050,10,2,,1,,1,-,
1050,51,10000,1,-1,-,1412103600,4096483201,ic0051,10,2,,1,,1,-,
1051,52,10000,1,-1,-,1412103600,4096483201,ic0052,10,2,,1,,1,-,
1052,53,10000,1,-1,-,1412103600,4096483201,ic0053,10,2,,1,,1,-,
1053,54,10000,1,-1,-,1412103600,4096483201,ic0054,10,2,,1,,1,-,
1054,55,10000,1,-1,-,1412103600,4096483201,ic0055,10,2,,1,,1,-,
1055,56,10000,1,-1,-,1412103600,4096483201,ic0056,10,2,,1,,1,-,
1056,57,10000,1,-1,-,1412103600,4096483201,ic0057,10,2,,1,,1,-,
1057,58,10000,1,-1,-,1412103600,4096483201,ic0058,10,2,,1,,1,-,
1058,59,10000,1,-1,-,1412103600,4096483201,ic0059,10,2,,1,,1,-,
1059,60,10000,1,-1,-,1412103600,4096483201,ic0060,10,2,,1,,1,-,
1060,61,10000,1,-1,-,1412103600,4096483201,ic0061,10,2,,1,,1,-,
1061,62,10000,1,-1,-,1412103600,4096483201,ic0062,10,2,,1,,1,-,
1062,63,10000,1,-1,-,1412103600,4096483201,ic0063,10,2,,1,,1,-,
1063,64,10000,1,-1,-,1412103600,4096483201,ic0065,10,2,,1,,1,-,
1064,65,10000,1,-1,-,1412103600,4096483201,ic0066,10,2,,1,,1,-,
1065,66,10000,1,-1,-,1412103600,4096483201,ic0067,10,2,,1,,1,-,
1066,67,10000,1,-1,-,1412103600,4096483201,ic0069,10,2,,1,,1,-,
1067,68,10000,1,-1,-,1412103600,4096483201,ic0070,10,2,,1,,1,-,
1068,69,10000,1,-1,-,1412103600,4096483201,ic0071,10,2,,1,,1,-,
1069,70,10000,1,-1,-,1412103600,4096483201,ic0072,10,2,,1,,1,-,
1070,71,10000,1,-1,-,1412103600,4096483201,ic0074,10,2,,1,,1,-,
1071,72,10000,1,-1,-,1412103600,4096483201,ic0075,10,2,,1,,1,-,
1072,73,10000,1,-1,-,1412103600,4096483201,ic0076,10,2,,1,,1,-,
1073,74,10000,1,-1,-,1412103600,4096483201,ic0077,10,2,,1,,1,-,
1074,75,10000,1,-1,-,1412103600,4096483201,ic0078,10,2,,1,,1,-,
1075,76,10000,1,-1,-,1412103600,4096483201,ic0079,10,2,,1,,1,-,
1076,77,10000,1,-1,-,1412103600,4096483201,ic0080,10,2,,1,,1,-,
1077,78,10000,1,-1,-,1412103600,4096483201,ic0081,10,2,,1,,1,-,
1078,79,10000,1,-1,-,1412103600,4096483201,ic0082,10,2,,1,,1,-,
1079,80,10000,1,-1,-,1412103600,4096483201,ic0083,10,2,,1,,1,-,
1080,81,10000,1,-1,-,1412103600,4096483201,ic0084,10,2,,1,,1,-,
1081,82,10000,1,-1,-,1412103600,4096483201,ic0085,10,2,,1,,1,-,
1082,83,10000,1,-1,-,1412103600,4096483201,ic0086,10,2,,1,,1,-,
1083,84,10000,1,-1,-,1412103600,4096483201,ic0087,10,2,,1,,1,-,
1084,85,10000,1,-1,-,1412103600,4096483201,ic0088,10,2,,1,,1,-,
1085,86,10000,1,-1,-,1412103600,4096483201,ic0089,10,2,,1,,1,-,
1086,87,10000,1,-1,-,1412103600,4096483201,ic0090,10,2,,1,,1,-,
1087,88,10000,1,-1,-,1412103600,4096483201,ic0091,10,2,,1,,1,-,
1088,89,10000,1,-1,-,1412103600,4096483201,ic0092,10,2,,1,,1,-,
1089,90,10000,1,-1,-,1412103600,4096483201,ic0093,10,2,,1,,1,-,
1090,91,10000,1,-1,-,1412103600,4096483201,ic0094,10,2,,1,,1,-,
1091,92,10000,1,-1,-,1412103600,4096483201,ic0095,10,2,,1,,1,-,
1092,93,10000,1,-1,-,1412103600,4096483201,ic0096,10,2,,1,,1,-,
1093,94,10000,1,-1,-,1412103600,4096483201,ic0097,10,2,,1,,1,-,
1094,95,10000,1,-1,-,1412103600,4096483201,ic0098,10,2,,1,,1,-,
1095,96,10000,1,-1,-,1412103600,4096483201,ic0099,10,2,,1,,1,-,
1096,97,10000,1,-1,-,1412103600,4096483201,ic0100,10,2,,1,,1,-,
1097,98,10000,1,-1,-,1412103600,4096483201,ic0101,10,2,,1,,1,-,
1098,99,10000,1,-1,-,1412103600,4096483201,ic0102,10,2,,1,,1,-,
1099,100,10000,1,-1,-,1412103600,4096483201,ic0103,10,2,,1,,1,-,
1100,101,10000,1,-1,-,1412103600,4096483201,ic0104,10,2,,1,,1,-,
1101,102,10000,1,-1,-,1412103600,4096483201,ic0107,10,2,,1,,1,-,
1102,103,10000,1,-1,-,1412103600,4096483201,ic0108,10,2,,1,,1,-,
1103,104,10000,1,-1,-,1412103600,4096483201,ic0109,10,2,,1,,1,-,
1104,105,10000,1,-1,-,1412103600,4096483201,ic0110,10,2,,1,,1,-,
1105,106,10000,1,-1,-,1412103600,4096483201,ic0111,10,2,,1,,1,-,
1106,107,10000,1,-1,-,1412103600,4096483201,ic0112,10,2,,1,,1,-,
1107,108,10000,1,-1,-,1412103600,4096483201,ic0113,10,2,,1,,1,-,
1108,109,10000,1,-1,-,1412103600,4096483201,ic0114,10,2,,1,,1,-,
1109,110,10000,1,-1,-,1412103600,4096483201,ic0115,10,2,,1,,1,-,
1110,111,10000,1,-1,-,1412103600,4096483201,ic0116,10,2,,1,,1,-,
1111,112,10000,1,-1,-,1412103600,4096483201,ic0117,10,2,,1,,1,-,
1112,113,10000,1,-1,-,1412103600,4096483201,ic0118,10,2,,1,,1,-,
1113,114,10000,1,-1,-,1412103600,4096483201,ic0119,10,2,,1,,1,-,
1114,115,10000,1,-1,-,1412103600,4096483201,ic0120,10,2,,1,,1,-,
1115,116,10000,1,-1,-,1412103600,4096483201,ic0121,10,2,,1,,1,-,
1116,117,10000,1,-1,-,1412103600,4096483201,ic0122,10,2,,1,,1,-,
1117,118,10000,1,-1,-,1412103600,4096483201,ic0123,10,2,,1,,1,-,
1118,119,10000,1,-1,-,1412103600,4096483201,ic0124,10,2,,1,,1,-,
1119,120,10000,1,-1,-,1412103600,4096483201,ic0125,10,2,,1,,1,-,
1120,121,10000,1,-1,-,1412103600,4096483201,ic0126,10,2,,1,,1,-,
1121,122,10000,1,-1,-,1412103600,4096483201,ic0127,10,2,,1,,1,-,
1122,123,10000,1,-1,-,1412103600,4096483201,ic0128,10,2,,1,,1,-,
1123,124,10000,1,-1,-,1412103600,4096483201,ic0129,10,2,,1,,1,-,
1124,125,10000,1,-1,-,1412103600,4096483201,ic0130,10,2,,1,,1,-,
1125,126,10000,1,-1,-,1412103600,4096483201,ic0131,10,2,,1,,1,-,
1126,127,10000,1,-1,-,1412103600,4096483201,ic0132,10,2,,1,,1,-,
1127,128,10000,1,-1,-,1412103600,4096483201,ic0133,10,2,,1,,1,-,
1128,129,10000,1,-1,-,1412103600,4096483201,ic0134,10,2,,1,,1,-,
1129,130,10000,1,-1,-,1412103600,4096483201,ic0135,10,2,,1,,1,-,
1130,131,10000,1,-1,-,1412103600,4096483201,ic0137,10,2,,1,,1,-,
1131,132,10000,1,-1,-,1412103600,4096483201,ic0138,10,2,,1,,1,-,
1132,133,10000,1,-1,-,1412103600,4096483201,ic0139,10,2,,1,,1,-,
1133,134,10000,1,-1,-,1412103600,4096483201,ic0140,10,2,,1,,1,-,
1134,135,10000,1,-1,-,1412103600,4096483201,ic0141,10,2,,1,,1,-,
1135,136,10000,1,-1,-,1412103600,4096483201,ic0143,10,2,,1,,1,-,
1136,137,10000,1,-1,-,1412103600,4096483201,ic0144,10,2,,1,,1,-,
1137,138,10000,1,-1,-,1412103600,4096483201,ic0145,10,2,,1,,1,-,
1138,139,10000,1,-1,-,1412103600,4096483201,ic0146,10,2,,1,,1,-,
1139,140,10000,1,-1,-,1412103600,4096483201,ic0147,10,2,,1,,1,-,
1140,141,10000,1,-1,-,1412103600,4096483201,ic0148,10,2,,1,,1,-,
1141,142,10000,1,-1,-,1412103600,4096483201,ic0149,10,2,,1,,1,-,
1142,143,10000,1,-1,-,1412103600,4096483201,ic0150,10,2,,1,,1,-,
1143,144,10000,1,-1,-,1412103600,4096483201,ic0151,10,2,,1,,1,-,
1144,145,10000,1,-1,-,1412103600,4096483201,ic0152,10,2,,1,,1,-,
1145,146,10000,1,-1,-,1412103600,4096483201,ic0153,10,2,,1,,1,-,
1146,147,10000,1,-1,-,1412103600,4096483201,ic0154,10,2,,1,,1,-,
1147,148,10000,1,-1,-,1412103600,4096483201,ic0155,10,2,,1,,1,-,
1148,149,10000,1,-1,-,1412103600,4096483201,ic0156,10,2,,1,,1,-,
1149,150,10000,1,-1,-,1412103600,4096483201,ic0157,10,2,,1,,1,-,
1150,151,10000,1,-1,-,1412103600,4096483201,ic0158,10,2,,1,,1,-,
1151,152,10000,1,-1,-,1412103600,4096483201,ic0159,10,2,,1,,1,-,
1152,153,10000,1,-1,-,1412103600,4096483201,ic0160,10,2,,1,,1,-,
1153,154,10000,1,-1,-,1412103600,4096483201,ic0161,10,2,,1,,1,-,
1154,155,10000,1,-1,-,1412103600,4096483201,ic0162,10,2,,1,,1,-,
1155,156,10000,1,-1,-,1412103600,4096483201,ic0163,10,2,,1,,1,-,
1156,157,10000,1,-1,-,1412103600,4096483201,ic0164,10,2,,1,,1,-,
1157,158,10000,1,-1,-,1412103600,4096483201,ic0165,10,2,,1,,1,-,
1158,159,10000,1,-1,-,1412103600,4096483201,ic0166,10,2,,1,,1,-,
1159,160,10000,1,-1,-,1412103600,4096483201,ic0167,10,2,,1,,1,-,
1160,161,10000,1,-1,-,1412103600,4096483201,ic0168,10,2,,1,,1,-,
1161,162,10000,1,-1,-,1412103600,4096483201,ic0169,10,2,,1,,1,-,
1162,163,10000,1,-1,-,1412103600,4096483201,ic0170,10,2,,1,,1,-,
1163,164,10000,1,-1,-,1412103600,4096483201,ic0171,10,2,,1,,1,-,
1164,165,10000,1,-1,-,1412103600,4096483201,ic0172,10,2,,1,,1,-,
1165,166,10000,1,-1,-,1412103600,4096483201,ic0173,10,2,,1,,1,-,
1166,167,10000,1,-1,-,1412103600,4096483201,ic0174,10,2,,1,,1,-,
1167,168,10000,1,-1,-,1412103600,4096483201,ic0175,10,2,,1,,1,-,
1168,169,10000,1,-1,-,1412103600,4096483201,ic0178,10,2,,1,,1,-,
1169,170,10000,1,-1,-,1412103600,4096483201,ic0179,10,2,,1,,1,-,
1170,171,10000,1,-1,-,1412103600,4096483201,ic0180,10,2,,1,,1,-,
1171,172,10000,1,-1,-,1412103600,4096483201,ic0182,10,2,,1,,1,-,
1172,173,10000,1,-1,-,1412103600,4096483201,ic0183,10,2,,1,,1,-,
1173,174,10000,1,-1,-,1412103600,4096483201,ic0184,10,2,,1,,1,-,
1174,175,10000,1,-1,-,1412103600,4096483201,ic0185,10,2,,1,,1,-,
1175,176,10000,1,-1,-,1412103600,4096483201,ic0186,10,2,,1,,1,-,
1176,177,10000,1,-1,-,1412103600,4096483201,ic0187,10,2,,1,,1,-,
1177,178,10000,1,-1,-,1412103600,4096483201,ic0188,10,2,,1,,1,-,
1178,179,10000,1,-1,-,1412103600,4096483201,ic0189,10,2,,1,,1,-,
1179,180,10000,1,-1,-,1412103600,4096483201,ic0190,10,2,,1,,1,-,
1180,181,10000,1,-1,-,1412103600,4096483201,ic0191,10,2,,1,,1,-,
1181,182,10000,1,-1,-,1412103600,4096483201,ic0192,10,2,,1,,1,-,
1182,183,10000,1,-1,-,1412103600,4096483201,ic0193,10,2,,1,,1,-,
1183,184,10000,1,-1,-,1412103600,4096483201,ic0194,10,2,,1,,1,-,
1184,185,10000,1,-1,-,1412103600,4096483201,ic0195,10,2,,1,,1,-,
1185,186,10000,1,-1,-,1412103600,4096483201,ic0196,10,2,,1,,1,-,
1186,187,10000,1,-1,-,1412103600,4096483201,ic0198,10,2,,1,,1,-,
1187,188,10000,1,-1,-,1412103600,4096483201,ic0199,10,2,,1,,1,-,
1188,189,10000,1,-1,-,1412103600,4096483201,ic0200,10,2,,1,,1,-,
1189,190,10000,1,-1,-,1412103600,4096483201,ic0201,10,2,,1,,1,-,
1190,191,10000,1,-1,-,1412103600,4096483201,ic0202,10,2,,1,,1,-,
1191,192,10000,1,-1,-,1412103600,4096483201,ic0203,10,2,,1,,1,-,
1192,193,10000,1,-1,-,1412103600,4096483201,ic0204,10,2,,1,,1,-,
1193,194,10000,1,-1,-,1412103600,4096483201,ic0205,10,2,,1,,1,-,
1194,195,10000,1,-1,-,1412103600,4096483201,ic0206,10,2,,1,,1,-,
1195,196,10000,1,-1,-,1412103600,4096483201,ic0207,10,2,,1,,1,-,
1196,197,10000,1,-1,-,1412103600,4096483201,ic0208,10,2,,1,,1,-,
1197,198,10000,1,-1,-,1412103600,4096483201,ic0209,10,2,,1,,1,-,
1198,199,10000,1,-1,-,1412103600,4096483201,ic0210,10,2,,1,,1,-,
1199,200,10000,1,-1,-,1412103600,4096483201,ic0211,10,2,,1,,1,-,
1200,201,10000,1,-1,-,1412103600,4096483201,ic0212,10,2,,1,,1,-,
1201,202,10000,1,-1,-,1412103600,4096483201,ic0213,10,2,,1,,1,-,
1202,203,10000,1,-1,-,1412103600,4096483201,ic0214,10,2,,1,,1,-,
1203,204,10000,1,-1,-,1412103600,4096483201,ic0215,10,2,,1,,1,-,
1204,205,10000,1,-1,-,1412103600,4096483201,ic0216,10,2,,1,,1,-,
1205,206,10000,1,-1,-,1412103600,4096483201,ic0217,10,2,,1,,1,-,
1206,207,10000,1,-1,-,1412103600,4096483201,ic0218,10,2,,1,,1,-,
1207,208,10000,1,-1,-,1412103600,4096483201,ic0219,10,2,,1,,1,-,
1208,209,10000,1,-1,-,1412103600,4096483201,ic0220,10,2,,1,,1,-,
1209,210,10000,1,-1,-,1412103600,4096483201,ic0221,10,2,,1,,1,-,
1210,211,10000,1,-1,-,1412103600,4096483201,ic0222,10,2,,1,,1,-,
1211,212,10000,1,-1,-,1412103600,4096483201,ic0223,10,2,,1,,1,-,
1212,213,10000,1,-1,-,1412103600,4096483201,ic0224,10,2,,1,,1,-,
1213,214,10000,1,-1,-,1412103600,4096483201,ic0225,10,2,,1,,1,-,
1214,215,10000,1,-1,-,1412103600,4096483201,ic0226,10,2,,1,,1,-,
1215,216,10000,1,-1,-,1412103600,4096483201,ic0227,10,2,,1,,1,-,
1216,217,10000,1,-1,-,1412103600,4096483201,ic0228,10,2,,1,,1,-,
1217,218,10000,1,-1,-,1412103600,4096483201,ic0229,10,2,,1,,1,-,
1218,219,10000,1,-1,-,1412103600,4096483201,ic0230,10,2,,1,,1,-,
1219,220,10000,1,-1,-,1412103600,4096483201,ic0231,10,2,,1,,1,-,
1220,221,10000,1,-1,-,1412103600,4096483201,ic0232,10,2,,1,,1,-,
1221,222,10000,1,-1,-,1412103600,4096483201,ic0233,10,2,,1,,1,-,
1222,223,10000,1,-1,-,1412103600,4096483201,ic0234,10,2,,1,,1,-,
1223,224,10000,1,-1,-,1412103600,4096483201,ic0235,10,2,,1,,1,-,
1224,225,10000,1,-1,-,1412103600,4096483201,ic0236,10,2,,1,,1,-,
1225,226,10000,1,-1,-,1412103600,4096483201,ic0237,10,2,,1,,1,-,
1226,227,10000,1,-1,-,1412103600,4096483201,ic0239,10,2,,1,,1,-,
1227,228,10000,1,-1,-,1412103600,4096483201,ic0240,10,2,,1,,1,-,
1228,229,10000,1,-1,-,1412103600,4096483201,ic0241,10,2,,1,,1,-,
1229,230,10000,1,-1,-,1412103600,4096483201,ic0242,10,2,,1,,1,-,
1230,231,10000,1,-1,-,1412103600,4096483201,ic0243,10,2,,1,,1,-,
1231,232,10000,1,-1,-,1412103600,4096483201,ic0244,10,2,,1,,1,-,
1232,233,10000,1,-1,-,1412103600,4096483201,ic0245,10,2,,1,,1,-,
1233,234,10000,1,-1,-,1412103600,4096483201,ic0246,10,2,,1,,1,-,
1234,235,10000,1,-1,-,1412103600,4096483201,ic0249,10,2,,1,,1,-,
1235,236,10000,1,-1,-,1412103600,4096483201,ic0250,10,2,,1,,1,-,
1236,237,10000,1,-1,-,1412103600,4096483201,ic0251,10,2,,1,,1,-,
1237,238,10000,1,-1,-,1412103600,4096483201,ic0252,10,2,,1,,1,-,
1238,239,10000,1,-1,-,1412103600,4096483201,ic0253,10,2,,1,,1,-,
1239,240,10000,1,-1,-,1412103600,4096483201,ic0254,10,2,,1,,1,-,
1240,241,10000,1,-1,-,1412103600,4096483201,ic0255,10,2,,1,,1,-,
1241,242,10000,1,-1,-,1412103600,4096483201,ic0256,10,2,,1,,1,-,
1242,243,10000,1,-1,-,1412103600,4096483201,ic0257,10,2,,1,,1,-,
1243,244,10000,1,-1,-,1412103600,4096483201,ic0258,10,2,,1,,1,-,
1244,245,10000,1,-1,-,1412103600,4096483201,ic0259,10,2,,1,,1,-,
1245,246,10000,1,-1,-,1412103600,4096483201,ic0260,10,2,,1,,1,-,
1246,247,10000,1,-1,-,1412103600,4096483201,ic0261,10,2,,1,,1,-,
1247,248,10000,1,-1,-,1412103600,4096483201,ic0262,10,2,,1,,1,-,
1248,249,10000,1,-1,-,1412103600,4096483201,ic0263,10,2,,1,,1,-,
1249,250,10000,1,-1,-,1412103600,4096483201,ic0265,10,2,,1,,1,-,
1250,251,10000,1,-1,-,1412103600,4096483201,ic0266,10,2,,1,,1,-,
1251,252,10000,1,-1,-,1412103600,4096483201,ic0267,10,2,,1,,1,-,
1252,253,10000,1,-1,-,1412103600,4096483201,ic0268,10,2,,1,,1,-,
1253,254,10000,1,-1,-,1412103600,4096483201,ic0269,10,2,,1,,1,-,
1254,255,10000,1,-1,-,1412103600,4096483201,ic0270,10,2,,1,,1,-,
1255,256,10000,1,-1,-,1412103600,4096483201,ic0271,10,2,,1,,1,-,
1256,257,10000,1,-1,-,1412103600,4096483201,ic0272,10,2,,1,,1,-,
1257,258,10000,1,-1,-,1412103600,4096483201,ic0273,10,2,,1,,1,-,
1258,259,10000,1,-1,-,1412103600,4096483201,ic0274,10,2,,1,,1,-,
1259,260,10000,1,-1,-,1412103600,4096483201,ic0276,10,2,,1,,1,-,
1260,261,10000,1,-1,-,1412103600,4096483201,ic0277,10,2,,1,,1,-,
1261,262,10000,1,-1,-,1412103600,4096483201,ic0278,10,2,,1,,1,-,
1262,263,10000,1,-1,-,1412103600,4096483201,ic0279,10,2,,1,,1,-,
1263,264,10000,1,-1,-,1412103600,4096483201,ic0280,10,2,,1,,1,-,
1264,265,10000,1,-1,-,1412103600,4096483201,ic0281,10,2,,1,,1,-,
1265,266,10000,1,-1,-,1412103600,4096483201,ic0282,10,2,,1,,1,-,
1266,267,10000,1,-1,-,1412103600,4096483201,ic0283,10,2,,1,,1,-,
1267,268,10000,1,-1,-,1412103600,4096483201,ic0284,10,2,,1,,1,-,
1268,269,10000,1,-1,-,1412103600,4096483201,ic0286,10,2,,1,,1,-,
1269,270,10000,1,-1,-,1412103600,4096483201,ic0287,10,2,,1,,1,-,
1270,271,10000,1,-1,-,1412103600,4096483201,ic0288,10,2,,1,,1,-,
1271,272,10000,1,-1,-,1412103600,4096483201,ic0289,10,2,,1,,1,-,
1272,273,10000,1,-1,-,1412103600,4096483201,ic0290,10,2,,1,,1,-,
1273,274,10000,1,-1,-,1412103600,4096483201,ic0291,10,2,,1,,1,-,
1274,275,10000,1,-1,-,1412103600,4096483201,ic0292,10,2,,1,,1,-,
1275,276,10000,1,-1,-,1412103600,4096483201,ic0293,10,2,,1,,1,-,
1276,277,10000,1,-1,-,1412103600,4096483201,ic0294,10,2,,1,,1,-,
1277,278,10000,1,-1,-,1412103600,4096483201,ic0295,10,2,,1,,1,-,
1278,279,10000,1,-1,-,1412103600,4096483201,ic0296,10,2,,1,,1,-,
1279,280,10000,1,-1,-,1412103600,4096483201,ic0297,10,2,,1,,1,-,
1280,281,10000,1,-1,-,1412103600,4096483201,ic0298,10,2,,1,,1,-,
1281,282,10000,1,-1,-,1412103600,4096483201,ic0299,10,2,,1,,1,-,
1282,283,10000,1,-1,-,1412103600,4096483201,ic0300,10,2,,1,,1,-,
1283,284,10000,1,-1,-,1412103600,4096483201,ic0301,10,2,,1,,1,-,
1284,285,10000,1,-1,-,1412103600,4096483201,ic0302,10,2,,1,,1,-,
1285,286,10000,1,-1,-,1412103600,4096483201,ic1000,10,2,,1,,1,-,
1286,287,10000,1,-1,-,1412103600,4096483201,ic1001,10,2,,1,,1,-,
1287,288,10000,1,-1,-,1412103600,4096483201,ic1002,10,2,,1,,1,-,
1288,289,10000,1,-1,-,1412103600,4096483201,ic1004,10,2,,1,,1,-,
1289,290,10000,1,-1,-,1412103600,4096483201,ic1005,10,2,,1,,1,-,
1290,291,10000,1,-1,-,1412103600,4096483201,ic1006,10,2,,1,,1,-,
1291,292,10000,1,-1,-,1412103600,4096483201,ic1007,10,2,,1,,1,-,
1292,293,10000,1,-1,-,1412103600,4096483201,ic1008,10,2,,1,,1,-,
1293,294,10000,1,-1,-,1412103600,4096483201,ic1010,10,2,,1,,1,-,
1294,295,10000,1,-1,-,1412103600,4096483201,ic1011,10,2,,1,,1,-,
1295,296,10000,1,-1,-,1412103600,4096483201,ic1012,10,2,,1,,1,-,
1296,297,10000,1,-1,-,1412103600,4096483201,ic1013,10,2,,1,,1,-,
1297,298,10000,1,-1,-,1412103600,4096483201,ic1014,10,2,,1,,1,-,
1298,299,10000,1,-1,-,1412103600,4096483201,ic1015,10,2,,1,,1,-,
1299,300,10000,1,-1,-,1412103600,4096483201,ic1016,10,2,,1,,1,-,
1300,301,10000,1,-1,-,1412103600,4096483201,ic1017,10,2,,1,,1,-,
1301,302,10000,1,-1,-,1412103600,4096483201,ic1018,10,2,,1,,1,-,
1302,303,10000,1,-1,-,1412103600,4096483201,ic1020,10,2,,1,,1,-,
1303,304,10000,1,-1,-,1412103600,4096483201,ic1021,10,2,,1,,1,-,
1304,305,10000,1,-1,-,1412103600,4096483201,ic1022,10,2,,1,,1,-,
1305,306,10000,1,-1,-,1412103600,4096483201,ic1023,10,2,,1,,1,-,
1306,307,10000,1,-1,-,1412103600,4096483201,ic1024,10,2,,1,,1,-,
1307,308,10000,1,-1,-,1412103600,4096483201,ic1025,10,2,,1,,1,-,
1308,309,10000,1,-1,-,1412103600,4096483201,ic1026,10,2,,1,,1,-,
1309,310,10000,1,-1,-,1412103600,4096483201,ic1027,10,2,,1,,1,-,
1310,311,10000,1,-1,-,1412103600,4096483201,ic1028,10,2,,1,,1,-,
1311,312,10000,1,-1,-,1412103600,4096483201,ic1029,10,2,,1,,1,-,
1312,313,10000,1,-1,-,1412103600,4096483201,ic1030,10,2,,1,,1,-,
1313,314,10000,1,-1,-,1412103600,4096483201,ic1031,10,2,,1,,1,-,
1314,315,10000,1,-1,-,1412103600,4096483201,ic1032,10,2,,1,,1,-,
1315,316,10000,1,-1,-,1412103600,4096483201,ic1033,10,2,,1,,1,-,
1316,317,10000,1,-1,-,1412103600,4096483201,ic1034,10,2,,1,,1,-,
1317,318,10000,1,-1,-,1412103600,4096483201,ic1035,10,2,,1,,1,-,
1318,319,10000,1,-1,-,1412103600,4096483201,ic1036,10,2,,1,,1,-,
1319,320,10000,1,-1,-,1412103600,4096483201,ic1037,10,2,,1,,1,-,
1320,321,10000,1,-1,-,1412103600,4096483201,ic1038,10,2,,1,,1,-,
1321,322,10000,1,-1,-,1412103600,4096483201,ic1039,10,2,,1,,1,-,
1322,323,10000,1,-1,-,1412103600,4096483201,ic1040,10,2,,1,,1,-,
1323,324,10000,1,-1,-,1412103600,4096483201,ic1041,10,2,,1,,1,-,
1324,325,10000,1,-1,-,1412103600,4096483201,ic1042,10,2,,1,,1,-,
