"gachaId","cardId","rarity","weight","isPickup","isSelect"
1111,100725,4,1,1,1
1111,100726,4,1,1,1
1111,100985,4,1,1,1
1111,100988,4,1,1,1
1111,100989,4,1,1,1
1111,100982,4,1,1,1
1111,100983,4,1,1,1
1111,101293,4,1,1,1
1111,101294,4,1,1,1
1111,101295,4,1,1,1
1111,101320,4,1,1,1
1135,101567,4,1,0,0
1135,101592,4,1,0,0
1135,101594,4,1,0,0
1135,101595,4,1,0,0
1135,101566,3,1,0,0
1135,101602,3,1,0,0
1135,101603,3,1,0,0
1135,101619,2,1,0,0
1156,101604,3,1,0,0
1156,101605,3,1,0,0
1156,101607,3,1,0,0
1156,101608,3,1,0,0
1156,101596,4,1,0,0
1156,101597,4,1,0,0
1156,101599,4,1,0,0
1156,101600,4,1,0,0
1149,100003,2,1,0,0
1149,100004,2,1,0,0
1149,100012,2,1,0,0
1149,100013,2,1,0,0
1149,100021,2,1,0,0
1149,100022,2,1,0,0
1149,100173,2,1,0,0
1149,100174,2,1,0,0
1149,100175,2,1,0,0
1149,100339,2,1,0,0
1149,100340,2,1,0,0
1149,100341,2,1,0,0
1149,100223,2,1,0,0
1149,100224,2,1,0,0
1149,100225,2,1,0,0
1149,100692,2,1,0,0
1149,100693,2,1,0,0
1149,100694,2,1,0,0
1149,101020,2,1,0,0
1149,101025,2,1,0,0
1149,100418,3,1,0,0
1149,101005,3,1,0,0
1149,100785,3,1,0,0
1149,100786,3,1,0,0
1149,101602,3,1,0,0
1149,101604,3,1,0,0
1149,100760,4,1,0,0
1149,100780,4,1,0,0
1149,100987,4,1,0,0
1149,101295,4,1,0,0
1149,101296,4,1,0,0
1149,101592,4,1,0,0
1163,100008,4,1,0,1
1163,100017,4,1,0,1
1163,100026,4,1,0,1
1163,100034,4,1,0,1
1163,100041,4,1,0,1
1163,100048,4,1,0,1
1163,100054,4,1,0,1
1163,100060,4,1,0,1
1163,100066,4,1,0,1
1163,100078,4,1,0,1
1163,100072,4,1,0,1
1163,100084,4,1,0,1
1163,100090,4,1,0,1
1163,100282,4,1,0,1
1163,100285,4,1,0,1
1163,100284,4,1,0,1
1163,100286,4,1,0,1
1163,100280,4,1,0,1
1163,100276,4,1,0,1
1163,100277,4,1,0,1
1163,100275,4,1,0,1
1163,100278,4,1,0,1
1163,100431,4,1,0,1
1163,100407,4,1,0,1
1163,100432,4,1,0,1
1163,100433,4,1,0,1
1163,100434,4,1,0,1
1163,100435,4,1,0,1
1163,100436,4,1,0,1
1163,100437,4,1,0,1
1163,100438,4,1,0,1
1163,100439,4,1,0,1
1163,100760,4,1,0,1
1163,100761,4,1,0,1
1163,100779,4,1,0,1
1163,100767,4,1,0,1
1163,100780,4,1,0,1
1163,100784,4,1,0,1
1163,100768,4,1,0,1
1163,100725,4,1,0,1
1163,100726,4,1,0,1
1163,100984,4,1,0,1
1163,100985,4,1,0,1
1163,100987,4,1,0,1
1163,100988,4,1,0,1
1163,100986,4,1,0,1
1163,100989,4,1,0,1
1163,100982,4,1,0,1
1163,100983,4,1,0,1
1163,100787,4,1,0,1
1163,101293,4,1,0,1
1163,101294,4,1,0,1
1163,101295,4,1,0,1
1163,101296,4,1,0,1
1163,101297,4,1,0,1
1163,101320,4,1,0,1
1163,101567,4,1,0,1
1164,100008,4,1,0,1
1164,100017,4,1,0,1
1164,100026,4,1,0,1
1164,100034,4,1,0,1
1164,100041,4,1,0,1
1164,100048,4,1,0,1
1164,100054,4,1,0,1
1164,100060,4,1,0,1
1164,100066,4,1,0,1
1164,100078,4,1,0,1
1164,100072,4,1,0,1
1164,100084,4,1,0,1
1164,100090,4,1,0,1
1164,100282,4,1,0,1
1164,100285,4,1,0,1
1164,100284,4,1,0,1
1164,100286,4,1,0,1
1164,100280,4,1,0,1
1164,100276,4,1,0,1
1164,100277,4,1,0,1
1164,100275,4,1,0,1
1164,100278,4,1,0,1
1164,100431,4,1,0,1
1164,100407,4,1,0,1
1164,100432,4,1,0,1
1164,100433,4,1,0,1
1164,100434,4,1,0,1
1164,100435,4,1,0,1
1164,100436,4,1,0,1
1164,100437,4,1,0,1
1164,100438,4,1,0,1
1164,100439,4,1,0,1
1164,100760,4,1,0,1
1164,100761,4,1,0,1
1164,100779,4,1,0,1
1164,100767,4,1,0,1
1164,100780,4,1,0,1
1164,100784,4,1,0,1
1164,100768,4,1,0,1
1164,100725,4,1,0,1
1164,100726,4,1,0,1
1164,100984,4,1,0,1
1164,100985,4,1,0,1
1164,100987,4,1,0,1
1164,100988,4,1,0,1
1164,100986,4,1,0,1
1164,100989,4,1,0,1
1164,100982,4,1,0,1
1164,100983,4,1,0,1
1164,100787,4,1,0,1
1164,101293,4,1,0,1
1164,101294,4,1,0,1
1164,101295,4,1,0,1
1164,101296,4,1,0,1
1164,101297,4,1,0,1
1164,101320,4,1,0,1
1164,101567,4,1,0,1
1164,101592,4,1,0,1
1164,101593,4,1,0,1
1164,101594,4,1,0,1
1164,101595,4,1,0,1
1164,101598,4,1,0,1
1164,101596,4,1,0,1
1164,101597,4,1,0,1
1164,101599,4,1,0,1
1164,101600,4,1,0,1
1141,101600,4,1,0,1
1141,101608,3,1,0,1
