"version","cardId","name","charaId","nickName","school","attribute","gakunen","rarity","levelParam","skillId","choKaikaSkillId","cardNumber"
0,100023,"【SR】三角 葵[目指せ！　いっぱいのエール！]",1002,"目指せ！　いっぱいのエール！","奏坂学園","Aqua","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100008,100049,"[O.N.G.E.K.I.]1.00-0028"
0,100024,"【SR】三角 葵[ね、簡単でしょ？]",1002,"ね、簡単でしょ？","奏坂学園","Aqua","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100028,100069,"[O.N.G.E.K.I.]1.00-0027"
0,100025,"【SR】三角 葵[かちこちストレッチ]",1002,"かちこちストレッチ","奏坂学園","Aqua","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100032,100073,"[O.N.G.E.K.I.]1.00-0106"
0,100026,"【SSR】三角 葵[ワールズエンド・ブルー]",1002,"ワールズエンド・ブルー","奏坂学園","Aqua","高校2年生",3,"60,257,280,295,307,317,0,0,0,322",100034,100075,"[O.N.G.E.K.I.]1.00-0029"
0,100027,"【SSR】三角 葵[デイドリーム・フェアリーズ]",1002,"デイドリーム・フェアリーズ","奏坂学園","Aqua","高校2年生",3,"65,270,291,304,314,322,0,0,0,327",100040,100081,"[O.N.G.E.K.I.]1.00-0030"
0,100028,"【N】高瀬 梨緒",1003,"","奏坂学園","Aqua","高校2年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0031"
0,100029,"【R】高瀬 梨緒[シューター・ドレス]",1003,"シューター・ドレス","奏坂学園","Aqua","高校2年生",1,"50,197,212,227,242,257,0,0,0,257",100004,100045,"[O.N.G.E.K.I.]1.00-0034"
0,100030,"【R】高瀬 梨緒[体操着]",1003,"体操着","奏坂学園","Aqua","高校2年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0033"
0,100031,"【SR】高瀬 梨緒[自称・超絶最強、登場！]",1003,"自称・超絶最強、登場！","奏坂学園","Aqua","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100015,100056,"[O.N.G.E.K.I.]1.00-0037"
0,100032,"【SR】高瀬 梨緒[カフェ de スクランブル]",1003,"カフェ de スクランブル","奏坂学園","Aqua","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100021,100062,"[O.N.G.E.K.I.]1.00-0038"
0,100033,"【SR】高瀬 梨緒[素直になれないお年頃]",1003,"素直になれないお年頃","奏坂学園","Aqua","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100029,100070,"[O.N.G.E.K.I.]1.00-0036"
0,100034,"【SSR】高瀬 梨緒[ジェットストライクリッパー]",1003,"ジェットストライクリッパー","奏坂学園","Aqua","高校2年生",3,"60,257,280,295,307,317,0,0,0,322",100108,100109,"[O.N.G.E.K.I.]1.00-0039"
0,100035,"【N】結城 莉玖",1004,"","奏坂学園","Fire","高校1年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0040"
0,100036,"【R】結城 莉玖[シューター・ドレス]",1004,"シューター・ドレス","奏坂学園","Fire","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100004,100045,"[O.N.G.E.K.I.]1.00-0043"
0,100037,"【R】結城 莉玖[体操着]",1004,"体操着","奏坂学園","Fire","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0042"
0,100038,"【SR】結城 莉玖[嘘とがおー！とかたき討ち]",1004,"嘘とがおー！とかたき討ち","奏坂学園","Fire","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100015,100056,"[O.N.G.E.K.I.]1.00-0046"
0,100039,"【SR】結城 莉玖[カフェ de スクランブル]",1004,"カフェ de スクランブル","奏坂学園","Fire","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100019,100060,"[O.N.G.E.K.I.]1.00-0047"
0,100040,"【SR】結城 莉玖[未来のロックスター]",1004,"未来のロックスター","奏坂学園","Fire","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100029,100070,"[O.N.G.E.K.I.]1.00-0045"
0,100041,"【SSR】結城 莉玖[リトルギターモンスター]",1004,"リトルギターモンスター","奏坂学園","Fire","高校1年生",3,"60,257,280,295,307,317,0,0,0,322",100104,100105,"[O.N.G.E.K.I.]1.00-0048"
0,100042,"【N】藍原 椿",1005,"","奏坂学園","Leaf","高校1年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0049"
0,100043,"【R】藍原 椿[シューター・ドレス]",1005,"シューター・ドレス","奏坂学園","Leaf","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100004,100045,"[O.N.G.E.K.I.]1.00-0052"
0,100044,"【R】藍原 椿[体操着]",1005,"体操着","奏坂学園","Leaf","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0051"
0,100045,"【SR】藍原 椿[嘘とがおー！とかたき討ち]",1005,"嘘とがおー！とかたき討ち","奏坂学園","Leaf","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100015,100056,"[O.N.G.E.K.I.]1.00-0055"
0,100046,"【SR】藍原 椿[カフェ de スクランブル]",1005,"カフェ de スクランブル","奏坂学園","Leaf","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100020,100061,"[O.N.G.E.K.I.]1.00-0056"
0,100047,"【SR】藍原 椿[夕暮れノスタルジー]",1005,"夕暮れノスタルジー","奏坂学園","Leaf","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100029,100070,"[O.N.G.E.K.I.]1.00-0054"
0,100048,"【SSR】藍原 椿[サディスティック・スマイル]",1005,"サディスティック・スマイル","奏坂学園","Leaf","高校1年生",3,"60,257,280,295,307,317,0,0,0,322",100106,100107,"[O.N.G.E.K.I.]1.00-0057"
0,100049,"【N】桜井 春菜",1007,"","奏坂学園","Fire","高校2年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0058"
0,100050,"【R】桜井 春菜[シューター・ドレス]",1007,"シューター・ドレス","奏坂学園","Fire","高校2年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0072"
0,100051,"【R】桜井 春菜[体操着]",1007,"体操着","奏坂学園","Fire","高校2年生",1,"50,197,212,227,242,257,0,0,0,257",100001,100042,"[O.N.G.E.K.I.]1.00-0060"
0,100052,"【SR】桜井 春菜[ハルちゃん印のお弁当]",1007,"ハルちゃん印のお弁当","奏坂学園","Fire","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100016,100057,"[O.N.G.E.K.I.]1.00-0073"
0,100053,"【SR】桜井 春菜[これは味見だから…！]",1007,"これは味見だから…！","奏坂学園","Fire","高校2年生",2,"55,227,242,257,272,287,0,0,0,287",100025,100066,"[O.N.G.E.K.I.]1.00-0062"
0,100054,"【SSR】桜井 春菜[フラワリーブライド]",1007,"フラワリーブライド","奏坂学園","Fire","高校2年生",3,"60,257,280,295,307,317,0,0,0,322",100036,100077,"[O.N.G.E.K.I.]1.00-0074"
0,100055,"【N】早乙女 彩華",1006,"","奏坂学園","Aqua","高校3年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0063"
0,100056,"【R】早乙女 彩華[シューター・ドレス]",1006,"シューター・ドレス","奏坂学園","Aqua","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0075"
0,100057,"【R】早乙女 彩華[体操着]",1006,"体操着","奏坂学園","Aqua","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100003,100044,"[O.N.G.E.K.I.]1.00-0065"
0,100058,"【SR】早乙女 彩華[ハルちゃん印のお弁当]",1006,"ハルちゃん印のお弁当","奏坂学園","Aqua","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100018,100059,"[O.N.G.E.K.I.]1.00-0076"
0,100059,"【SR】早乙女 彩華[しーっ！内緒だよ？]",1006,"しーっ！内緒だよ？","奏坂学園","Aqua","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100025,100066,"[O.N.G.E.K.I.]1.00-0067"
0,100060,"【SSR】早乙女 彩華[爆アゲ☆バニーガール]",1006,"爆アゲ☆バニーガール","奏坂学園","Aqua","高校3年生",3,"60,257,280,295,307,317,0,0,0,322",100036,100077,"[O.N.G.E.K.I.]1.00-0077"
0,100061,"【N】九條 楓",1008,"","奏坂学園","Leaf","高校3年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0068"
0,100062,"【R】九條 楓[シューター・ドレス]",1008,"シューター・ドレス","奏坂学園","Leaf","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0078"
0,100063,"【R】九條 楓[体操着]",1008,"体操着","奏坂学園","Leaf","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100002,100043,"[O.N.G.E.K.I.]1.00-0070"
0,100064,"【SR】九條 楓[波乱！副会長の通告！]",1008,"波乱！副会長の通告！","奏坂学園","Leaf","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100017,100058,"[O.N.G.E.K.I.]1.00-0080"
0,100065,"【SR】九條 楓[雨傘を差して]",1008,"雨傘を差して","奏坂学園","Leaf","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100025,100066,"[O.N.G.E.K.I.]1.00-0079"
0,100066,"【SSR】九條 楓[紫電一閃]",1008,"紫電一閃","奏坂学園","Leaf","高校3年生",3,"60,257,280,295,307,317,0,0,0,322",100036,100077,"[O.N.G.E.K.I.]1.00-0095"
0,100067,"【N】井之原 小星",1010,"","奏坂学園","Leaf","高校1年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0081"
0,100068,"【R】井之原 小星[シューター・ドレス]",1010,"シューター・ドレス","奏坂学園","Leaf","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0084"
0,100069,"【R】井之原 小星[体操着]",1010,"体操着","奏坂学園","Leaf","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100007,100048,"[O.N.G.E.K.I.]1.00-0083"
0,100070,"【SR】井之原 小星[小星と咲姫が あらわれた！]",1010,"小星と咲姫が あらわれた！","奏坂学園","Leaf","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100023,100064,"[O.N.G.E.K.I.]1.00-0087"
0,100071,"【SR】井之原 小星[ぐーたらゲーマー]",1010,"ぐーたらゲーマー","奏坂学園","Leaf","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100031,100072,"[O.N.G.E.K.I.]1.00-0086"
0,100072,"【SSR】井之原 小星[お任せオートプレイ]",1010,"お任せオートプレイ","奏坂学園","Leaf","高校1年生",3,"60,257,280,295,307,317,0,0,0,322",100036,100077,"[O.N.G.E.K.I.]1.00-0107"
0,100073,"【N】柏木 咲姫",1009,"","奏坂学園","Aqua","高校3年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0088"
0,100074,"【R】柏木 咲姫[シューター・ドレス]",1009,"シューター・ドレス","奏坂学園","Aqua","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100007,100048,"[O.N.G.E.K.I.]1.00-0091"
0,100075,"【R】柏木 咲姫[体操着]",1009,"体操着","奏坂学園","Aqua","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-0090"
0,100076,"【SR】柏木 咲姫[小星と咲姫が あらわれた！]",1009,"小星と咲姫が あらわれた！","奏坂学園","Aqua","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100024,100065,"[O.N.G.E.K.I.]1.00-0094"
0,100077,"【SR】柏木 咲姫[お姫様は隙だらけ]",1009,"お姫様は隙だらけ","奏坂学園","Aqua","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100018,100059,"[O.N.G.E.K.I.]1.00-0093"
0,100078,"【SSR】柏木 咲姫[清く、凛々しく、美しく]",1009,"清く、凛々しく、美しく","奏坂学園","Aqua","高校3年生",3,"60,257,280,295,307,317,0,0,0,322",100036,100077,"[O.N.G.E.K.I.]1.00-0096"
0,100079,"【N】逢坂 茜",1011,"","奏坂学園","Fire","高校3年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0097"
0,100080,"【R】逢坂 茜[シューター・ドレス]",1011,"シューター・ドレス","奏坂学園","Fire","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100006,100047,"[O.N.G.E.K.I.]1.00-0100"
0,100081,"【R】逢坂 茜[体操着]",1011,"体操着","奏坂学園","Fire","高校3年生",1,"50,197,212,227,242,257,0,0,0,257",100136,100137,"[O.N.G.E.K.I.]1.00-0099"
0,100082,"【SR】逢坂 茜[世界征服のお誘い]",1011,"世界征服のお誘い","奏坂学園","Fire","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100022,100063,"[O.N.G.E.K.I.]1.00-0103"
0,100083,"【SR】逢坂 茜[はちゃめちゃ生徒会長]",1011,"はちゃめちゃ生徒会長","奏坂学園","Fire","高校3年生",2,"55,227,242,257,272,287,0,0,0,287",100030,100071,"[O.N.G.E.K.I.]1.00-0102"
0,100084,"【SSR】逢坂 茜[ショット＆デストロイ]",1011,"ショット＆デストロイ","奏坂学園","Fire","高校3年生",3,"60,257,280,295,307,317,0,0,0,322",100036,100077,"[O.N.G.E.K.I.]1.00-0108"
0,100085,"【N】珠洲島 有栖",1012,"","奏坂学園","Aqua","高校1年生",0,"50,197,212,227,242,257,287,317,347,347",100000,100041,"[O.N.G.E.K.I.]1.00-0109"
0,100086,"【R】珠洲島 有栖[シューター・ドレス]",1012,"シューター・ドレス","奏坂学園","Aqua","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100008,100049,"[O.N.G.E.K.I.]1.00-0112"
0,100087,"【R】珠洲島 有栖[体操着]",1012,"体操着","奏坂学園","Aqua","高校1年生",1,"50,197,212,227,242,257,0,0,0,257",100014,100055,"[O.N.G.E.K.I.]1.00-0111"
0,100088,"【SR】珠洲島 有栖[黒幕はぬいぐるみ？]",1012,"黒幕はぬいぐるみ？","奏坂学園","Aqua","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100025,100066,"[O.N.G.E.K.I.]1.00-0115"
0,100089,"【SR】珠洲島 有栖[優雅なティータイム]",1012,"優雅なティータイム","奏坂学園","Aqua","高校1年生",2,"55,227,242,257,272,287,0,0,0,287",100033,100074,"[O.N.G.E.K.I.]1.00-0114"
1,100090,"【SSR】珠洲島 有栖[もふもふシューター]",1012,"もふもふシューター","奏坂学園","Aqua","高校1年生",3,"60,257,280,295,307,317,0,0,0,322",100037,100078,"[O.N.G.E.K.I.]1.05-0018"
0,100091,"【R】霧雨 魔理沙[東方Project]",2001,"東方Project","東方Project","Leaf","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0019"
0,100092,"【SR】霧雨 魔理沙[普通の魔法使い]",2001,"普通の魔法使い","東方Project","Leaf","-",2,"50,222,237,252,267,282,0,0,0,282",100029,100070,"[O.N.G.E.K.I.]1.00-E-0020"
0,100093,"【SSR】霧雨 魔理沙[恋符「マスタースパーク」]",2001,"恋符「マスタースパーク」","東方Project","Leaf","-",3,"55,252,275,290,302,312,0,0,0,317",100144,100145,"[O.N.G.E.K.I.]1.00-E-0046"
0,100094,"【R】博麗 霊夢[東方Project]",2000,"東方Project","東方Project","Fire","-",1,"50,197,212,227,242,257,0,0,0,257",100140,100141,"[O.N.G.E.K.I.]1.00-E-0017"
0,100095,"【SR】博麗 霊夢[楽園の素敵な巫女]",2000,"楽園の素敵な巫女","東方Project","Fire","-",2,"50,222,237,252,267,282,0,0,0,282",100029,100070,"[O.N.G.E.K.I.]1.00-E-0018"
0,100096,"【SSR】博麗 霊夢[霊符「夢想封印」]",2000,"霊符「夢想封印」","東方Project","Fire","-",3,"55,252,275,290,302,312,0,0,0,317",100138,100139,"[O.N.G.E.K.I.]1.00-E-0045"
0,100097,"【R】十六夜 咲夜[東方紅魔郷]",2002,"東方紅魔郷","東方紅魔郷","Aqua","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0026"
0,100098,"【SR】十六夜 咲夜[完全で瀟洒な従者]",2002,"完全で瀟洒な従者","東方紅魔郷","Aqua","-",2,"50,222,237,252,267,282,0,0,0,282",100028,100069,"[O.N.G.E.K.I.]1.00-E-0027"
0,100100,"【R】レミリア・スカーレット[東方紅魔郷]",2003,"東方紅魔郷","東方紅魔郷","Fire","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0028"
0,100101,"【SR】レミリア・スカーレット[永遠に紅い幼き月]",2003,"永遠に紅い幼き月","東方紅魔郷","Fire","-",2,"50,222,237,252,267,282,0,0,0,282",100029,100070,"[O.N.G.E.K.I.]1.00-E-0029"
0,100102,"【SSR】レミリア・スカーレット[神槍「スピア・ザ・グングニル」]",2003,"神槍「スピア・ザ・グングニル」","東方紅魔郷","Fire","-",3,"55,252,275,290,302,312,0,0,0,317",100033,100074,"[O.N.G.E.K.I.]1.00-E-0032"
0,100103,"【R】フランドール・スカーレット[東方紅魔郷]",2004,"東方紅魔郷","東方紅魔郷","Fire","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0030"
0,100104,"【SR】フランドール・スカーレット[悪魔の妹]",2004,"悪魔の妹","東方紅魔郷","Fire","-",2,"50,222,237,252,267,282,0,0,0,282",100029,100070,"[O.N.G.E.K.I.]1.00-E-0031"
0,100105,"【SSR】フランドール・スカーレット[禁忌「レーヴァテイン」]",2004,"禁忌「レーヴァテイン」","東方紅魔郷","Fire","-",3,"55,252,275,290,302,312,0,0,0,317",100036,100077,"[O.N.G.E.K.I.]1.00-E-0033"
0,100106,"【R】紅 美鈴[東方紅魔郷]",2005,"東方紅魔郷","東方紅魔郷","Leaf","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0022"
0,100107,"【SR】紅 美鈴[華人小娘]",2005,"華人小娘","東方紅魔郷","Leaf","-",2,"50,222,237,252,267,282,0,0,0,282",100016,100057,"[O.N.G.E.K.I.]1.00-E-0023"
0,100109,"【R】パチュリー・ノーレッジ[東方紅魔郷]",2006,"東方紅魔郷","東方紅魔郷","Leaf","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0024"
0,100110,"【SR】パチュリー・ノーレッジ[動かない大図書館]",2006,"動かない大図書館","東方紅魔郷","Leaf","-",2,"50,222,237,252,267,282,0,0,0,282",100027,100068,"[O.N.G.E.K.I.]1.00-E-0025"
1,100112,"【R】チルノ[東方Project]",2007,"東方Project","東方Project","Aqua","-",1,"50,197,212,227,242,257,0,0,0,257",100004,100045,"[O.N.G.E.K.I.]1.05-E-0062"
1,100113,"【SR】チルノ[湖上の氷精]",2007,"湖上の氷精","東方Project","Aqua","-",2,"50,222,237,252,267,282,0,0,0,282",105026,105027,"[O.N.G.E.K.I.]1.05-E-0063"
0,100117,"【R】めぐみん[アークウィザード]",11001,"アークウィザード","この素晴らしい世界に祝福を！2","Fire","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0034"
0,100118,"【SR】めぐみん[水辺にて]",11001,"水辺にて","この素晴らしい世界に祝福を！2","Fire","-",2,"50,222,237,252,267,282,0,0,0,282",100082,100083,"[O.N.G.E.K.I.]1.00-E-0035"
0,100119,"【SR】めぐみん[我が名はめぐみん]",11001,"我が名はめぐみん","この素晴らしい世界に祝福を！2","Fire","-",2,"50,222,237,252,267,282,0,0,0,282",100029,100070,"[O.N.G.E.K.I.]1.00-E-0040"
0,100120,"【SSR】めぐみん[紅魔族の休息]",11001,"紅魔族の休息","この素晴らしい世界に祝福を！2","Fire","-",3,"55,252,275,290,302,312,0,0,0,317",100084,100085,"[O.N.G.E.K.I.]1.00-E-0044"
0,100121,"【R】アクア[アークプリースト]",11002,"アークプリースト","この素晴らしい世界に祝福を！2","Aqua","-",1,"50,197,212,227,242,257,0,0,0,257",100004,100045,"[O.N.G.E.K.I.]1.00-E-0036"
0,100122,"【SR】アクア[セイクリッド飲みくらべ]",11002,"セイクリッド飲みくらべ","この素晴らしい世界に祝福を！2","Aqua","-",2,"50,222,237,252,267,282,0,0,0,282",100142,100143,"[O.N.G.E.K.I.]1.00-E-0037"
0,100123,"【SR】アクア[めぐみんのいたずら]",11002,"めぐみんのいたずら","この素晴らしい世界に祝福を！2","Aqua","-",2,"50,222,237,252,267,282,0,0,0,282",100028,100069,"[O.N.G.E.K.I.]1.00-E-0041"
0,100124,"【R】ダクネス[クルセイダー]",11003,"クルセイダー","この素晴らしい世界に祝福を！2","Leaf","-",1,"50,197,212,227,242,257,0,0,0,257",100002,100043,"[O.N.G.E.K.I.]1.00-E-0038"
0,100125,"【SR】ダクネス[爆風に吹かれて]",11003,"爆風に吹かれて","この素晴らしい世界に祝福を！2","Leaf","-",2,"50,222,237,252,267,282,0,0,0,282",100017,100058,"[O.N.G.E.K.I.]1.00-E-0039"
0,100126,"【SR】ダクネス[露天風呂]",11003,"露天風呂","この素晴らしい世界に祝福を！2","Leaf","-",2,"50,222,237,252,267,282,0,0,0,282",100027,100068,"[O.N.G.E.K.I.]1.00-E-0042"
0,100127,"【R】戸山香澄[ステージ]",18001,"ステージ","バンドリ！ ガールズバンドパーティ！","Fire","-",1,"50,197,212,227,242,257,0,0,0,257",100005,100046,"[O.N.G.E.K.I.]1.00-E-0001"
0,100128,"【SR】戸山香澄[約束のキャンディ]",18001,"約束のキャンディ","バンドリ！ ガールズバンドパーティ！","Fire","-",2,"50,222,237,252,267,282,0,0,0,282",100029,100070,"[O.N.G.E.K.I.]1.00-E-0003"
0,100129,"【SR】戸山香澄[最高のステージに！]",18001,"最高のステージに！","バンドリ！ ガールズバンドパーティ！","Fire","-",2,"50,222,237,252,267,282,0,0,0,282",100015,100056,"[O.N.G.E.K.I.]1.00-E-0047"
